Train_ID,Station_Code,Station_Name,Train_Priority,Weather_Condition,Time_of_Day,Day_of_Week,Network_Congestion,Active_Incident,Scheduled_Arrival_Mins,Actual_Arrival_Mins,Delay_Minutes,Distance_From_Source_Km,Journey_Date
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,TUESDAY,MEDIUM,NO,1080,1133.82,53.82,1430.5,2024-08-20
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,WEDNESDAY,HIGH,NO,0,12.25,12.25,0.0,2024-08-21
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,WEDNESDAY,HIGH,NO,108,121.92,13.92,161.8,2024-08-21
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,WEDNESDAY,HIGH,NO,136,153.1,17.1,204.3,2024-08-21
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,WEDNESDAY,HIGH,NO,210,228.97,18.97,261.7,2024-08-21
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,WEDNESDAY,MEDIUM,NO,367,387.61,20.61,455.8,2024-08-21
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,WEDNESDAY,LOW,NO,503,523.81,20.81,656.8,2024-08-21
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,WEDNESDAY,MEDIUM,NO,865,885.67,20.67,992.4,2024-08-21
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,WEDNESDAY,HIGH,NO,1080,1107.34,27.34,1430.5,2024-08-21
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,THURSDAY,MEDIUM,LATE_INCOMING_TRAIN,0,17.68,17.68,0.0,2024-08-22
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,THURSDAY,MEDIUM,LATE_INCOMING_TRAIN,108,125.36,17.36,161.8,2024-08-22
12313,ASN,ASANSOL JN,RAJDHANI,HEATWAVE,EVENING,THURSDAY,MEDIUM,LATE_INCOMING_TRAIN,136,167.6,31.6,204.3,2024-08-22
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,CRITICAL,LATE_INCOMING_TRAIN,210,263.48,53.48,261.7,2024-08-22
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,MEDIUM,LATE_INCOMING_TRAIN,367,427.8,60.8,455.8,2024-08-22
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,FOG,NIGHT,THURSDAY,MEDIUM,SIGNAL_FAILURE,503,575.19,72.19,656.8,2024-08-22
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,THURSDAY,CRITICAL,LATE_INCOMING_TRAIN,865,959.22,94.22,992.4,2024-08-22
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,THURSDAY,MEDIUM,LATE_INCOMING_TRAIN,1080,1177.06,97.06,1430.5,2024-08-22
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,FRIDAY,CRITICAL,TRACK_MAINTENANCE,0,30.84,30.84,0.0,2024-08-23
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,FRIDAY,HIGH,TRACK_MAINTENANCE,108,153.55,45.55,161.8,2024-08-23
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,FRIDAY,HIGH,TRACK_MAINTENANCE,136,191.55,55.55,204.3,2024-08-23
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,HIGH,TRACK_MAINTENANCE,210,284.07,74.07,261.7,2024-08-23
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,HIGH,TRACK_MAINTENANCE,367,450.52,83.52,455.8,2024-08-23
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,CRITICAL,TRACK_MAINTENANCE,503,613.7,110.7,656.8,2024-08-23
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,FRIDAY,HIGH,TRACK_MAINTENANCE,865,985,120,992.4,2024-08-23
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,FRIDAY,HIGH,TRACK_MAINTENANCE,1080,1200,120,1430.5,2024-08-23
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,SATURDAY,HIGH,NO,0,18.35,18.35,0.0,2024-08-24
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,SATURDAY,HIGH,NO,108,132.88,24.88,161.8,2024-08-24
12313,ASN,ASANSOL JN,RAJDHANI,FOG,EVENING,SATURDAY,LOW,NO,136,178.63,42.63,204.3,2024-08-24
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,SATURDAY,HIGH,NO,210,257.47,47.47,261.7,2024-08-24
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,SATURDAY,HIGH,NO,367,421.48,54.48,455.8,2024-08-24
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,RAIN,NIGHT,SATURDAY,HIGH,NO,503,571.84,68.84,656.8,2024-08-24
12313,CNB,KANPUR CENTRAL,RAJDHANI,HEATWAVE,MORNING,SATURDAY,LOW,NO,865,934.12,69.12,992.4,2024-08-24
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,SATURDAY,HIGH,NO,1080,1150.46,70.46,1430.5,2024-08-24
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,SUNDAY,CRITICAL,NO,0,18.83,18.83,0.0,2024-08-25
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,SUNDAY,CRITICAL,NO,108,142.61,34.61,161.8,2024-08-25
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SUNDAY,CRITICAL,NO,136,181.64,45.64,204.3,2024-08-25
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,SUNDAY,CRITICAL,NO,210,278.4,68.4,261.7,2024-08-25
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,SUNDAY,CRITICAL,NO,367,457.94,90.94,455.8,2024-08-25
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,FOG,NIGHT,SUNDAY,MEDIUM,NO,503,602.57,99.57,656.8,2024-08-25
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,SUNDAY,CRITICAL,NO,865,985,120,992.4,2024-08-25
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,SUNDAY,CRITICAL,NO,1080,1200,120,1430.5,2024-08-25
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,MONDAY,LOW,TRACK_MAINTENANCE,0,14.69,14.69,0.0,2024-08-26
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,MONDAY,LOW,TRACK_MAINTENANCE,108,126.82,18.82,161.8,2024-08-26
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,MONDAY,LOW,PLATFORM_CONGESTION,136,157.17,21.17,204.3,2024-08-26
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,MONDAY,LOW,TRACK_MAINTENANCE,210,237.64,27.64,261.7,2024-08-26
12313,GAYA,GAYA JN,RAJDHANI,HEATWAVE,NIGHT,MONDAY,LOW,TRACK_MAINTENANCE,367,404.66,37.66,455.8,2024-08-26
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,RAIN,NIGHT,MONDAY,LOW,TRACK_MAINTENANCE,503,557.05,54.05,656.8,2024-08-26
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,MONDAY,LOW,TRACK_MAINTENANCE,865,920.51,55.51,992.4,2024-08-26
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,MONDAY,LOW,TRACK_MAINTENANCE,1080,1151.95,71.95,1430.5,2024-08-26
12313,SDAH,SEALDAH,RAJDHANI,FOG,EVENING,TUESDAY,MEDIUM,SIGNAL_FAILURE,0,27.75,27.75,0.0,2024-08-27
12313,DGR,DURGAPUR,RAJDHANI,FOG,EVENING,TUESDAY,MEDIUM,SIGNAL_FAILURE,108,159.04,51.04,161.8,2024-08-27
12313,ASN,ASANSOL JN,RAJDHANI,FOG,EVENING,TUESDAY,MEDIUM,SIGNAL_FAILURE,136,197.83,61.83,204.3,2024-08-27
12313,DHN,DHANBAD JN,RAJDHANI,FOG,NIGHT,TUESDAY,MEDIUM,SIGNAL_FAILURE,210,289.69,79.69,261.7,2024-08-27
12313,GAYA,GAYA JN,RAJDHANI,FOG,NIGHT,TUESDAY,MEDIUM,SIGNAL_FAILURE,367,471.05,104.05,455.8,2024-08-27
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,FOG,NIGHT,TUESDAY,MEDIUM,SIGNAL_FAILURE,503,617.8,114.8,656.8,2024-08-27
12313,CNB,KANPUR CENTRAL,RAJDHANI,FOG,MORNING,TUESDAY,HIGH,NO,865,983.17,118.17,992.4,2024-08-27
12313,NDLS,NEW DELHI,RAJDHANI,FOG,MORNING,TUESDAY,MEDIUM,SIGNAL_FAILURE,1080,1200,120,1430.5,2024-08-27
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,WEDNESDAY,LOW,NO,0,0.85,0.85,0.0,2024-08-28
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,WEDNESDAY,MEDIUM,NO,108,108,0,161.8,2024-08-28
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,WEDNESDAY,MEDIUM,NO,136,141.73,5.73,204.3,2024-08-28
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,WEDNESDAY,MEDIUM,NO,210,213.01,3.01,261.7,2024-08-28
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,WEDNESDAY,CRITICAL,NO,367,397.47,30.47,455.8,2024-08-28
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,503,542.59,39.59,656.8,2024-08-28
12313,CNB,KANPUR CENTRAL,RAJDHANI,MONSOON_STORM,MORNING,WEDNESDAY,MEDIUM,NO,865,913.59,48.59,992.4,2024-08-28
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,WEDNESDAY,LOW,NO,1080,1129.69,49.69,1430.5,2024-08-28
12313,SDAH,SEALDAH,RAJDHANI,MONSOON_STORM,EVENING,THURSDAY,MEDIUM,NO,0,20.87,20.87,0.0,2024-08-29
12313,DGR,DURGAPUR,RAJDHANI,MONSOON_STORM,EVENING,THURSDAY,MEDIUM,NO,108,152.51,44.51,161.8,2024-08-29
12313,ASN,ASANSOL JN,RAJDHANI,MONSOON_STORM,EVENING,THURSDAY,MEDIUM,NO,136,194.89,58.89,204.3,2024-08-29
12313,DHN,DHANBAD JN,RAJDHANI,MONSOON_STORM,NIGHT,THURSDAY,MEDIUM,NO,210,287.83,77.83,261.7,2024-08-29
12313,GAYA,GAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,THURSDAY,MEDIUM,NO,367,448.43,81.43,455.8,2024-08-29
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,THURSDAY,MEDIUM,NO,503,592.37,89.37,656.8,2024-08-29
12313,CNB,KANPUR CENTRAL,RAJDHANI,MONSOON_STORM,MORNING,THURSDAY,MEDIUM,NO,865,961.95,96.95,992.4,2024-08-29
12313,NDLS,NEW DELHI,RAJDHANI,MONSOON_STORM,MORNING,THURSDAY,LOW,TRACK_MAINTENANCE,1080,1188.15,108.15,1430.5,2024-08-29
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,NO,0,1.41,1.41,0.0,2024-08-30
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,PLATFORM_CONGESTION,108,114.52,6.52,161.8,2024-08-30
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,FRIDAY,MEDIUM,NO,136,146.2,10.2,204.3,2024-08-30
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,NO,210,224.41,14.41,261.7,2024-08-30
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,NO,367,372.71,5.71,455.8,2024-08-30
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,FRIDAY,LOW,NO,503,515.34,12.34,656.8,2024-08-30
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,NO,865,873.67,8.67,992.4,2024-08-30
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,PLATFORM_CONGESTION,1080,1095.54,15.54,1430.5,2024-08-30
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,SATURDAY,CRITICAL,NO,0,13.49,13.49,0.0,2024-08-31
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,SATURDAY,CRITICAL,NO,108,143.3,35.3,161.8,2024-08-31
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SATURDAY,HIGH,NO,136,180.86,44.86,204.3,2024-08-31
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,CRITICAL,NO,210,266.89,56.89,261.7,2024-08-31
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,CRITICAL,SIGNAL_FAILURE,367,453.12,86.12,455.8,2024-08-31
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,SATURDAY,CRITICAL,NO,503,597.22,94.22,656.8,2024-08-31
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,SATURDAY,CRITICAL,NO,865,970.09,105.09,992.4,2024-08-31
12313,NDLS,NEW DELHI,RAJDHANI,MONSOON_STORM,MORNING,SATURDAY,CRITICAL,NO,1080,1200,120,1430.5,2024-08-31
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,SUNDAY,LOW,NO,0,0,0,0.0,2024-09-01
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,SUNDAY,LOW,NO,108,112.88,4.88,161.8,2024-09-01
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,SUNDAY,LOW,NO,136,138.97,2.97,204.3,2024-09-01
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,LOW,NO,210,210,0,261.7,2024-09-01
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,LOW,NO,367,367.13,0.13,455.8,2024-09-01
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,SUNDAY,CRITICAL,NO,503,527.9,24.9,656.8,2024-09-01
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,SUNDAY,LOW,NO,865,885.52,20.52,992.4,2024-09-01
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,SUNDAY,LOW,NO,1080,1103.08,23.08,1430.5,2024-09-01
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,MONDAY,HIGH,NO,0,27.78,27.78,0.0,2024-09-02
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,MONDAY,HIGH,NO,108,134.84,26.84,161.8,2024-09-02
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,MONDAY,HIGH,PLATFORM_CONGESTION,136,172.95,36.95,204.3,2024-09-02
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,MONDAY,HIGH,NO,210,256.84,46.84,261.7,2024-09-02
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,MONDAY,MEDIUM,NO,367,421.52,54.52,455.8,2024-09-02
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,MONDAY,HIGH,NO,503,568.66,65.66,656.8,2024-09-02
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,MONDAY,HIGH,NO,865,942.39,77.39,992.4,2024-09-02
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,MONDAY,HIGH,NO,1080,1168.56,88.56,1430.5,2024-09-02
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,TUESDAY,CRITICAL,NO,0,29.57,29.57,0.0,2024-09-03
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,TUESDAY,LOW,NO,108,138.73,30.73,161.8,2024-09-03
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,TUESDAY,HIGH,NO,136,164.1,28.1,204.3,2024-09-03
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,LOW,NO,210,239.96,29.96,261.7,2024-09-03
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,LOW,NO,367,395.84,28.84,455.8,2024-09-03
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,MEDIUM,NO,503,537.03,34.03,656.8,2024-09-03
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,TUESDAY,LOW,NO,865,892.13,27.13,992.4,2024-09-03
12313,NDLS,NEW DELHI,RAJDHANI,MONSOON_STORM,MORNING,TUESDAY,MEDIUM,NO,1080,1112.68,32.68,1430.5,2024-09-03
12313,SDAH,SEALDAH,RAJDHANI,HEATWAVE,EVENING,WEDNESDAY,HIGH,SIGNAL_FAILURE,0,23.47,23.47,0.0,2024-09-04
12313,DGR,DURGAPUR,RAJDHANI,HEATWAVE,EVENING,WEDNESDAY,HIGH,SIGNAL_FAILURE,108,157.24,49.24,161.8,2024-09-04
12313,ASN,ASANSOL JN,RAJDHANI,HEATWAVE,EVENING,WEDNESDAY,HIGH,SIGNAL_FAILURE,136,202.07,66.07,204.3,2024-09-04
12313,DHN,DHANBAD JN,RAJDHANI,HEATWAVE,NIGHT,WEDNESDAY,HIGH,SIGNAL_FAILURE,210,299.01,89.01,261.7,2024-09-04
12313,GAYA,GAYA JN,RAJDHANI,HEATWAVE,NIGHT,WEDNESDAY,HIGH,SIGNAL_FAILURE,367,466.1,99.1,455.8,2024-09-04
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,HEATWAVE,NIGHT,WEDNESDAY,HIGH,SIGNAL_FAILURE,503,623,120,656.8,2024-09-04
12313,CNB,KANPUR CENTRAL,RAJDHANI,HEATWAVE,MORNING,WEDNESDAY,CRITICAL,SIGNAL_FAILURE,865,985,120,992.4,2024-09-04
12313,NDLS,NEW DELHI,RAJDHANI,FOG,MORNING,WEDNESDAY,HIGH,SIGNAL_FAILURE,1080,1200,120,1430.5,2024-09-04
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,THURSDAY,MEDIUM,PLATFORM_CONGESTION,0,8.73,8.73,0.0,2024-09-05
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,THURSDAY,CRITICAL,NO,108,125.97,17.97,161.8,2024-09-05
12313,ASN,ASANSOL JN,RAJDHANI,RAIN,EVENING,THURSDAY,CRITICAL,NO,136,168.34,32.34,204.3,2024-09-05
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,THURSDAY,CRITICAL,NO,210,252.87,42.87,261.7,2024-09-05
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,THURSDAY,CRITICAL,NO,367,422.76,55.76,455.8,2024-09-05
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,THURSDAY,CRITICAL,NO,503,575.61,72.61,656.8,2024-09-05
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,THURSDAY,CRITICAL,NO,865,956.08,91.08,992.4,2024-09-05
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,THURSDAY,LOW,NO,1080,1166.26,86.26,1430.5,2024-09-05
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,SIGNAL_FAILURE,0,8.32,8.32,0.0,2024-09-06
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,FRIDAY,LOW,SIGNAL_FAILURE,108,123.81,15.81,161.8,2024-09-06
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,FRIDAY,MEDIUM,SIGNAL_FAILURE,136,162.84,26.84,204.3,2024-09-06
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,MEDIUM,SIGNAL_FAILURE,210,249.96,39.96,261.7,2024-09-06
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,SIGNAL_FAILURE,367,419.76,52.76,455.8,2024-09-06
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,FRIDAY,LOW,SIGNAL_FAILURE,503,572.98,69.98,656.8,2024-09-06
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,PLATFORM_CONGESTION,865,936.52,71.52,992.4,2024-09-06
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,FRIDAY,LOW,SIGNAL_FAILURE,1080,1156.54,76.54,1430.5,2024-09-06
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,SATURDAY,LOW,NO,0,8.64,8.64,0.0,2024-09-07
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,SATURDAY,LOW,TRACK_MAINTENANCE,108,137.88,29.88,161.8,2024-09-07
12313,ASN,ASANSOL JN,RAJDHANI,RAIN,EVENING,SATURDAY,LOW,SIGNAL_FAILURE,136,170.28,34.28,204.3,2024-09-07
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,SATURDAY,LOW,NO,210,252.08,42.08,261.7,2024-09-07
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,SATURDAY,LOW,NO,367,414.19,47.19,455.8,2024-09-07
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,RAIN,NIGHT,SATURDAY,LOW,NO,503,550.21,47.21,656.8,2024-09-07
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,SATURDAY,LOW,NO,865,915.58,50.58,992.4,2024-09-07
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,SATURDAY,LOW,NO,1080,1133.06,53.06,1430.5,2024-09-07
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,SUNDAY,CRITICAL,NO,0,29.99,29.99,0.0,2024-09-08
12313,DGR,DURGAPUR,RAJDHANI,HEATWAVE,EVENING,SUNDAY,LOW,NO,108,141.26,33.26,161.8,2024-09-08
12313,ASN,ASANSOL JN,RAJDHANI,RAIN,EVENING,SUNDAY,LOW,NO,136,162.6,26.6,204.3,2024-09-08
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,SUNDAY,MEDIUM,NO,210,247.37,37.37,261.7,2024-09-08
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,SUNDAY,MEDIUM,LATE_INCOMING_TRAIN,367,414.89,47.89,455.8,2024-09-08
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,RAIN,NIGHT,SUNDAY,MEDIUM,NO,503,556.25,53.25,656.8,2024-09-08
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,SUNDAY,MEDIUM,NO,865,915.78,50.78,992.4,2024-09-08
12313,NDLS,NEW DELHI,RAJDHANI,FOG,MORNING,SUNDAY,MEDIUM,NO,1080,1131.37,51.37,1430.5,2024-09-08
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,MONDAY,LOW,NO,0,5.59,5.59,0.0,2024-09-09
12313,DGR,DURGAPUR,RAJDHANI,FOG,EVENING,MONDAY,LOW,NO,108,120.75,12.75,161.8,2024-09-09
12313,ASN,ASANSOL JN,RAJDHANI,HEATWAVE,EVENING,MONDAY,LOW,NO,136,152.86,16.86,204.3,2024-09-09
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,MONDAY,LOW,NO,210,238.82,28.82,261.7,2024-09-09
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,MONDAY,MEDIUM,NO,367,397.62,30.62,455.8,2024-09-09
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,MONSOON_STORM,NIGHT,MONDAY,LOW,NO,503,541.84,38.84,656.8,2024-09-09
12313,CNB,KANPUR CENTRAL,RAJDHANI,HEATWAVE,MORNING,MONDAY,LOW,LATE_INCOMING_TRAIN,865,913.11,48.11,992.4,2024-09-09
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,MONDAY,LOW,TRACK_MAINTENANCE,1080,1140.26,60.26,1430.5,2024-09-09
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,TUESDAY,LOW,NO,0,2.92,2.92,0.0,2024-09-10
12313,DGR,DURGAPUR,RAJDHANI,CLEAR,EVENING,TUESDAY,LOW,NO,108,108,0,161.8,2024-09-10
12313,ASN,ASANSOL JN,RAJDHANI,CLEAR,EVENING,TUESDAY,LOW,NO,136,143.13,7.13,204.3,2024-09-10
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,LOW,NO,210,220.37,10.37,261.7,2024-09-10
12313,GAYA,GAYA JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,LOW,NO,367,379.77,12.77,455.8,2024-09-10
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,CLEAR,NIGHT,TUESDAY,LOW,NO,503,519.01,16.01,656.8,2024-09-10
12313,CNB,KANPUR CENTRAL,RAJDHANI,CLEAR,MORNING,TUESDAY,CRITICAL,NO,865,899.84,34.84,992.4,2024-09-10
12313,NDLS,NEW DELHI,RAJDHANI,CLEAR,MORNING,TUESDAY,LOW,NO,1080,1120.15,40.15,1430.5,2024-09-10
12313,SDAH,SEALDAH,RAJDHANI,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,0,6.03,6.03,0.0,2024-09-11
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,WEDNESDAY,HIGH,NO,108,122.01,14.01,161.8,2024-09-11
12313,ASN,ASANSOL JN,RAJDHANI,RAIN,EVENING,WEDNESDAY,MEDIUM,NO,136,149.25,13.25,204.3,2024-09-11
12313,DHN,DHANBAD JN,RAJDHANI,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,210,229.21,19.21,261.7,2024-09-11
12313,GAYA,GAYA JN,RAJDHANI,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,367,380.17,13.17,455.8,2024-09-11
12313,DDU,PT. DD UPADHYAYA JN,RAJDHANI,FOG,NIGHT,WEDNESDAY,MEDIUM,NO,503,524.8,21.8,656.8,2024-09-11
12313,CNB,KANPUR CENTRAL,RAJDHANI,RAIN,MORNING,WEDNESDAY,LOW,NO,865,888.77,23.77,992.4,2024-09-11
12313,NDLS,NEW DELHI,RAJDHANI,RAIN,MORNING,WEDNESDAY,MEDIUM,NO,1080,1111.58,31.58,1430.5,2024-09-11
12313,SDAH,SEALDAH,RAJDHANI,CLEAR,EVENING,THURSDAY,MEDIUM,PLATFORM_CONGESTION,0,16.57,16.57,0.0,2024-09-12
12313,DGR,DURGAPUR,RAJDHANI,RAIN,EVENING,THURSDAY,LOW,NO,108,120.72,12.72,161.8,2024-09-12
12313,ASN,ASANSOL JN,RAJDHANI,RAIN,EVENING,THURSDAY,LOW,NO,136,152.15,16.15,204.3,2024-09-12
12313,DHN,DHANBAD JN,RAJDHANI,CLEAR,NIGHT,THURSDAY,MEDIUM,NO,210,226.58,16.58,261.7,2024-09-12
